TP size,PP size,DP size,EXP ID,Rank,device type,dtype,ffn hidden size,hidden size,max position embedding,micro batch size,num attention heads,num layers,num query groups,recompute granularity,sequence length,vocab size,Peak GPU memory,TFLOP/s/GPU,elapsed time per iteration
4,5,1,exp20260417_074059,0,a100,bf16,11008,8192,2048,2,64,32,4,full-uniform-1,1024,32000,27628,19.7212,6989.31
4,5,1,exp20260417_074059,1,a100,bf16,11008,8192,2048,2,64,32,4,full-uniform-1,1024,32000,27916,19.7213,6989.28
4,5,1,exp20260417_074059,2,a100,bf16,11008,8192,2048,2,64,32,4,full-uniform-1,1024,32000,27916,19.7213,6989.28
4,5,1,exp20260417_074059,3,a100,bf16,11008,8192,2048,2,64,32,4,full-uniform-1,1024,32000,27628,19.7212,6989.3
4,5,1,exp20260417_154059,4,vendor-b,bf16,11008,8192,2048,2,64,32,4,null,1024,32000,21664,19.7213,6989.26
4,5,1,exp20260417_154059,5,vendor-b,bf16,11008,8192,2048,2,64,32,4,null,1024,32000,21664,19.7213,6989.29
4,5,1,exp20260417_154059,6,vendor-b,bf16,11008,8192,2048,2,64,32,4,null,1024,32000,21664,19.7213,6989.26
4,5,1,exp20260417_154059,7,vendor-b,bf16,11008,8192,2048,2,64,32,4,null,1024,32000,21664,19.7213,6989.26
4,5,1,exp20260417_154059,8,vendor-b,bf16,11008,8192,2048,2,64,32,4,null,1024,32000,20896,19.7213,6989.27
4,5,1,exp20260417_154059,9,vendor-b,bf16,11008,8192,2048,2,64,32,4,null,1024,32000,20864,19.7213,6989.27
4,5,1,exp20260417_154059,10,vendor-b,bf16,11008,8192,2048,2,64,32,4,null,1024,32000,20864,19.7213,6989.26
4,5,1,exp20260417_154059,11,vendor-b,bf16,11008,8192,2048,2,64,32,4,null,1024,32000,20864,19.7213,6989.28
4,5,1,exp20260417_154059,12,vendor-c,bf16,11008,8192,2048,2,64,32,4,null,1024,32000,8192,19.7213,6989.26
4,5,1,exp20260417_154059,13,vendor-c,bf16,11008,8192,2048,2,64,32,4,null,1024,32000,8192,19.7213,6989.29
4,5,1,exp20260417_154059,14,vendor-c,bf16,11008,8192,2048,2,64,32,4,null,1024,32000,8192,19.7213,6989.29
4,5,1,exp20260417_154059,15,vendor-c,bf16,11008,8192,2048,2,64,32,4,null,1024,32000,8192,19.7213,6989.27
4,5,1,exp20260417_154059,16,vendor-c,bf16,11008,8192,2048,2,64,32,4,null,1024,32000,20128,19.7212,6989.29
4,5,1,exp20260417_154059,17,vendor-c,bf16,11008,8192,2048,2,64,32,4,null,1024,32000,20128,19.7212,6989.3
4,5,1,exp20260417_154059,18,vendor-c,bf16,11008,8192,2048,2,64,32,4,null,1024,32000,20128,19.7213,6989.28
4,5,1,exp20260417_154059,19,vendor-c,bf16,11008,8192,2048,2,64,32,4,null,1024,32000,20128,19.7212,6989.3
4,5,1,exp20260417_074435,0,a100,bf16,11008,8192,2048,2,64,32,8,full-uniform-1,1024,32000,28014,20.2729,6929.26
4,5,1,exp20260417_074435,1,a100,bf16,11008,8192,2048,2,64,32,8,full-uniform-1,1024,32000,28302,20.273,6929.23
4,5,1,exp20260417_074435,2,a100,bf16,11008,8192,2048,2,64,32,8,full-uniform-1,1024,32000,28302,20.2729,6929.26
4,5,1,exp20260417_074435,3,a100,bf16,11008,8192,2048,2,64,32,8,full-uniform-1,1024,32000,28014,20.2729,6929.26
4,5,1,exp20260417_154435,4,vendor-b,bf16,11008,8192,2048,2,64,32,8,selective,1024,32000,22048,20.2729,6929.26
4,5,1,exp20260417_154435,5,vendor-b,bf16,11008,8192,2048,2,64,32,8,selective,1024,32000,22048,20.273,6929.25
4,5,1,exp20260417_154435,6,vendor-b,bf16,11008,8192,2048,2,64,32,8,selective,1024,32000,22048,20.273,6929.24
4,5,1,exp20260417_154435,7,vendor-b,bf16,11008,8192,2048,2,64,32,8,selective,1024,32000,22048,20.2729,6929.26
4,5,1,exp20260417_154435,8,vendor-b,bf16,11008,8192,2048,2,64,32,8,selective,1024,32000,21184,20.273,6929.24
4,5,1,exp20260417_154435,9,vendor-b,bf16,11008,8192,2048,2,64,32,8,selective,1024,32000,21184,20.273,6929.24
4,5,1,exp20260417_154435,10,vendor-b,bf16,11008,8192,2048,2,64,32,8,selective,1024,32000,21184,20.273,6929.24
4,5,1,exp20260417_154435,11,vendor-b,bf16,11008,8192,2048,2,64,32,8,selective,1024,32000,21184,20.273,6929.24
4,5,1,exp20260417_154435,12,vendor-c,bf16,11008,8192,2048,2,64,32,8,null,1024,32000,8288,20.273,6929.23
4,5,1,exp20260417_154435,13,vendor-c,bf16,11008,8192,2048,2,64,32,8,null,1024,32000,8288,20.2731,6929.21
4,5,1,exp20260417_154435,14,vendor-c,bf16,11008,8192,2048,2,64,32,8,null,1024,32000,8288,20.273,6929.22
4,5,1,exp20260417_154435,15,vendor-c,bf16,11008,8192,2048,2,64,32,8,null,1024,32000,8288,20.273,6929.22
4,5,1,exp20260417_154435,16,vendor-c,bf16,11008,8192,2048,2,64,32,8,null,1024,32000,20288,20.273,6929.23
4,5,1,exp20260417_154435,17,vendor-c,bf16,11008,8192,2048,2,64,32,8,null,1024,32000,20288,20.273,6929.23
4,5,1,exp20260417_154435,18,vendor-c,bf16,11008,8192,2048,2,64,32,8,null,1024,32000,20288,20.273,6929.23
4,5,1,exp20260417_154435,19,vendor-c,bf16,11008,8192,2048,2,64,32,8,null,1024,32000,20288,20.2729,6929.26
4,5,1,exp20260417_074817,0,a100,bf16,11008,8192,2048,2,64,32,16,selective,1024,32000,29066,33.0988,4403.6
4,5,1,exp20260417_074817,1,a100,bf16,11008,8192,2048,2,64,32,16,selective,1024,32000,29354,33.0992,4403.56
4,5,1,exp20260417_074817,2,a100,bf16,11008,8192,2048,2,64,32,16,selective,1024,32000,29354,33.0989,4403.59
4,5,1,exp20260417_074817,3,a100,bf16,11008,8192,2048,2,64,32,16,selective,1024,32000,29066,33.0988,4403.61
4,5,1,exp20260417_154817,4,vendor-b,bf16,11008,8192,2048,2,64,32,16,selective,1024,32000,22528,33.0991,4403.56
4,5,1,exp20260417_154817,5,vendor-b,bf16,11008,8192,2048,2,64,32,16,selective,1024,32000,22528,33.0992,4403.56
4,5,1,exp20260417_154817,6,vendor-b,bf16,11008,8192,2048,2,64,32,16,selective,1024,32000,22528,33.0991,4403.56
4,5,1,exp20260417_154817,7,vendor-b,bf16,11008,8192,2048,2,64,32,16,selective,1024,32000,22528,33.0985,4403.64
4,5,1,exp20260417_154817,8,vendor-b,bf16,11008,8192,2048,2,64,32,16,selective,1024,32000,21696,33.0991,4403.57
4,5,1,exp20260417_154817,9,vendor-b,bf16,11008,8192,2048,2,64,32,16,selective,1024,32000,21696,33.0991,4403.56
4,5,1,exp20260417_154817,10,vendor-b,bf16,11008,8192,2048,2,64,32,16,selective,1024,32000,21728,33.099,4403.58
4,5,1,exp20260417_154817,11,vendor-b,bf16,11008,8192,2048,2,64,32,16,selective,1024,32000,21728,33.099,4403.57
4,5,1,exp20260417_154817,12,vendor-c,bf16,11008,8192,2048,2,64,32,16,null,1024,32000,8480,33.099,4403.57
4,5,1,exp20260417_154817,13,vendor-c,bf16,11008,8192,2048,2,64,32,16,null,1024,32000,8480,33.099,4403.57
4,5,1,exp20260417_154817,14,vendor-c,bf16,11008,8192,2048,2,64,32,16,null,1024,32000,8480,33.099,4403.58
4,5,1,exp20260417_154817,15,vendor-c,bf16,11008,8192,2048,2,64,32,16,null,1024,32000,8480,33.099,4403.58
4,5,1,exp20260417_154817,16,vendor-c,bf16,11008,8192,2048,2,64,32,16,null,1024,32000,20512,33.0989,4403.59
4,5,1,exp20260417_154817,17,vendor-c,bf16,11008,8192,2048,2,64,32,16,null,1024,32000,20512,33.099,4403.57
4,5,1,exp20260417_154817,18,vendor-c,bf16,11008,8192,2048,2,64,32,16,null,1024,32000,20512,33.099,4403.58
4,5,1,exp20260417_154817,19,vendor-c,bf16,11008,8192,2048,2,64,32,16,null,1024,32000,20512,33.0989,4403.59
4,5,1,exp20260417_075219,0,a100,bf16,11008,8192,2048,2,64,32,32,full-uniform-1,1024,32000,29922,22.4316,6968.27
4,5,1,exp20260417_075219,1,a100,bf16,11008,8192,2048,2,64,32,32,full-uniform-1,1024,32000,30210,22.4316,6968.26
4,5,1,exp20260417_075219,2,a100,bf16,11008,8192,2048,2,64,32,32,full-uniform-1,1024,32000,30210,22.4315,6968.29
4,5,1,exp20260417_075219,3,a100,bf16,11008,8192,2048,2,64,32,32,full-uniform-1,1024,32000,29922,22.4316,6968.27
4,5,1,exp20260417_155219,4,vendor-b,bf16,11008,8192,2048,2,64,32,32,full-uniform-1,1024,32000,20864,22.4316,6968.27
4,5,1,exp20260417_155219,5,vendor-b,bf16,11008,8192,2048,2,64,32,32,full-uniform-1,1024,32000,20864,22.4316,6968.27
4,5,1,exp20260417_155219,6,vendor-b,bf16,11008,8192,2048,2,64,32,32,full-uniform-1,1024,32000,20864,22.4315,6968.3
4,5,1,exp20260417_155219,7,vendor-b,bf16,11008,8192,2048,2,64,32,32,full-uniform-1,1024,32000,20864,22.4316,6968.28
4,5,1,exp20260417_155219,8,vendor-b,bf16,11008,8192,2048,2,64,32,32,full-uniform-1,1024,32000,20800,22.4316,6968.27
4,5,1,exp20260417_155219,9,vendor-b,bf16,11008,8192,2048,2,64,32,32,full-uniform-1,1024,32000,20800,22.4316,6968.27
4,5,1,exp20260417_155219,10,vendor-b,bf16,11008,8192,2048,2,64,32,32,full-uniform-1,1024,32000,20800,22.4316,6968.27
4,5,1,exp20260417_155219,11,vendor-b,bf16,11008,8192,2048,2,64,32,32,full-uniform-1,1024,32000,20800,22.4316,6968.27
4,5,1,exp20260417_155219,12,vendor-c,bf16,11008,8192,2048,2,64,32,32,null,1024,32000,9120,22.4316,6968.26
4,5,1,exp20260417_155219,13,vendor-c,bf16,11008,8192,2048,2,64,32,32,null,1024,32000,9120,22.4316,6968.27
4,5,1,exp20260417_155219,14,vendor-c,bf16,11008,8192,2048,2,64,32,32,null,1024,32000,9120,22.4316,6968.27
4,5,1,exp20260417_155219,15,vendor-c,bf16,11008,8192,2048,2,64,32,32,null,1024,32000,9120,22.4316,6968.26
4,5,1,exp20260417_155219,16,vendor-c,bf16,11008,8192,2048,2,64,32,32,null,1024,32000,21152,22.4315,6968.3
4,5,1,exp20260417_155219,17,vendor-c,bf16,11008,8192,2048,2,64,32,32,null,1024,32000,21152,22.4316,6968.28
4,5,1,exp20260417_155219,18,vendor-c,bf16,11008,8192,2048,2,64,32,32,null,1024,32000,21152,22.4315,6968.29
4,5,1,exp20260417_155219,19,vendor-c,bf16,11008,8192,2048,2,64,32,32,null,1024,32000,21152,22.4315,6968.3
4,5,1,exp20260420_022547,0,a100,bf16,11008,8192,2048,2,128,32,4,selective,1024,32000,27442,31.913,4277.82
4,5,1,exp20260420_022547,1,a100,bf16,11008,8192,2048,2,128,32,4,selective,1024,32000,27730,31.9131,4277.8
4,5,1,exp20260420_022547,2,a100,bf16,11008,8192,2048,2,128,32,4,selective,1024,32000,27730,31.9129,4277.83
4,5,1,exp20260420_022547,3,a100,bf16,11008,8192,2048,2,128,32,4,selective,1024,32000,27442,31.9131,4277.8
4,5,1,exp20260420_102547,4,vendor-b,bf16,11008,8192,2048,2,128,32,4,selective,1024,32000,21088,31.913,4277.81
4,5,1,exp20260420_102547,5,vendor-b,bf16,11008,8192,2048,2,128,32,4,selective,1024,32000,21088,31.9129,4277.83
4,5,1,exp20260420_102547,6,vendor-b,bf16,11008,8192,2048,2,128,32,4,selective,1024,32000,21088,31.913,4277.82
4,5,1,exp20260420_102547,7,vendor-b,bf16,11008,8192,2048,2,128,32,4,selective,1024,32000,21088,31.9131,4277.81
4,5,1,exp20260420_102547,8,vendor-b,bf16,11008,8192,2048,2,128,32,4,selective,1024,32000,20352,31.9131,4277.81
4,5,1,exp20260420_102547,9,vendor-b,bf16,11008,8192,2048,2,128,32,4,selective,1024,32000,20352,31.913,4277.82
4,5,1,exp20260420_102547,10,vendor-b,bf16,11008,8192,2048,2,128,32,4,selective,1024,32000,20352,31.913,4277.82
4,5,1,exp20260420_102547,11,vendor-b,bf16,11008,8192,2048,2,128,32,4,selective,1024,32000,20352,31.9128,4277.85
4,5,1,exp20260420_102547,12,vendor-c,bf16,11008,8192,2048,2,128,32,4,null,1024,32000,8096,31.9132,4277.8
4,5,1,exp20260420_102547,13,vendor-c,bf16,11008,8192,2048,2,128,32,4,null,1024,32000,8096,31.9131,4277.81
4,5,1,exp20260420_102547,14,vendor-c,bf16,11008,8192,2048,2,128,32,4,null,1024,32000,8096,31.9131,4277.81
4,5,1,exp20260420_102547,15,vendor-c,bf16,11008,8192,2048,2,128,32,4,null,1024,32000,8096,31.9131,4277.81
4,5,1,exp20260420_102547,16,vendor-c,bf16,11008,8192,2048,2,128,32,4,null,1024,32000,20064,31.913,4277.83
4,5,1,exp20260420_102547,17,vendor-c,bf16,11008,8192,2048,2,128,32,4,null,1024,32000,20064,31.9127,4277.86
4,5,1,exp20260420_102547,18,vendor-c,bf16,11008,8192,2048,2,128,32,4,null,1024,32000,20064,31.913,4277.82
4,5,1,exp20260420_102547,19,vendor-c,bf16,11008,8192,2048,2,128,32,4,null,1024,32000,20064,31.9133,4277.78
4,5,1,exp20260420_024342,0,a100,bf16,11008,8192,2048,2,128,32,8,full-uniform-1,1024,32000,27626,20.0439,6876.78
4,5,1,exp20260420_024342,1,a100,bf16,11008,8192,2048,2,128,32,8,full-uniform-1,1024,32000,27914,20.044,6876.75
4,5,1,exp20260420_024342,2,a100,bf16,11008,8192,2048,2,128,32,8,full-uniform-1,1024,32000,27914,20.044,6876.73
4,5,1,exp20260420_024342,3,a100,bf16,11008,8192,2048,2,128,32,8,full-uniform-1,1024,32000,27626,20.0439,6876.77
4,5,1,exp20260420_104342,4,vendor-b,bf16,11008,8192,2048,2,128,32,8,null,1024,32000,21792,20.044,6876.75
4,5,1,exp20260420_104342,5,vendor-b,bf16,11008,8192,2048,2,128,32,8,null,1024,32000,21792,20.044,6876.73
4,5,1,exp20260420_104342,6,vendor-b,bf16,11008,8192,2048,2,128,32,8,null,1024,32000,21792,20.0441,6876.73
4,5,1,exp20260420_104342,7,vendor-b,bf16,11008,8192,2048,2,128,32,8,null,1024,32000,21792,20.0441,6876.73
4,5,1,exp20260420_104342,8,vendor-b,bf16,11008,8192,2048,2,128,32,8,null,1024,32000,20896,20.044,6876.74
4,5,1,exp20260420_104342,9,vendor-b,bf16,11008,8192,2048,2,128,32,8,null,1024,32000,20896,20.044,6876.75
4,5,1,exp20260420_104342,10,vendor-b,bf16,11008,8192,2048,2,128,32,8,null,1024,32000,20896,20.0438,6876.81
4,5,1,exp20260420_104342,11,vendor-b,bf16,11008,8192,2048,2,128,32,8,null,1024,32000,20896,20.044,6876.75
4,5,1,exp20260420_104342,12,vendor-c,bf16,11008,8192,2048,2,128,32,8,null,1024,32000,8192,20.0438,6876.82
4,5,1,exp20260420_104342,13,vendor-c,bf16,11008,8192,2048,2,128,32,8,null,1024,32000,8192,20.0438,6876.8
4,5,1,exp20260420_104342,14,vendor-c,bf16,11008,8192,2048,2,128,32,8,null,1024,32000,8192,20.0439,6876.8
4,5,1,exp20260420_104342,15,vendor-c,bf16,11008,8192,2048,2,128,32,8,null,1024,32000,8192,20.0438,6876.81
4,5,1,exp20260420_104342,16,vendor-c,bf16,11008,8192,2048,2,128,32,8,null,1024,32000,20128,20.0438,6876.82
4,5,1,exp20260420_104342,17,vendor-c,bf16,11008,8192,2048,2,128,32,8,null,1024,32000,20128,20.0438,6876.83
4,5,1,exp20260420_104342,18,vendor-c,bf16,11008,8192,2048,2,128,32,8,null,1024,32000,20128,20.0436,6876.88
4,5,1,exp20260420_104342,19,vendor-c,bf16,11008,8192,2048,2,128,32,8,null,1024,32000,20128,20.0438,6876.81
4,5,1,exp20260420_025259,0,a100,bf16,11008,8192,2048,2,128,32,16,selective,1024,32000,28030,32.4499,4329.03
4,5,1,exp20260420_025259,1,a100,bf16,11008,8192,2048,2,128,32,16,selective,1024,32000,28318,32.45,4329.02
4,5,1,exp20260420_025259,2,a100,bf16,11008,8192,2048,2,128,32,16,selective,1024,32000,28318,32.45,4329.01
4,5,1,exp20260420_025259,3,a100,bf16,11008,8192,2048,2,128,32,16,selective,1024,32000,28030,32.4499,4329.02
4,5,1,exp20260420_105259,4,vendor-b,bf16,11008,8192,2048,2,128,32,16,null,1024,32000,22016,32.4501,4328.99
4,5,1,exp20260420_105259,5,vendor-b,bf16,11008,8192,2048,2,128,32,16,null,1024,32000,22016,32.4501,4329
4,5,1,exp20260420_105259,6,vendor-b,bf16,11008,8192,2048,2,128,32,16,null,1024,32000,22016,32.45,4329
4,5,1,exp20260420_105259,7,vendor-b,bf16,11008,8192,2048,2,128,32,16,null,1024,32000,22016,32.45,4329
4,5,1,exp20260420_105259,8,vendor-b,bf16,11008,8192,2048,2,128,32,16,null,1024,32000,21216,32.4496,4329.06
4,5,1,exp20260420_105259,9,vendor-b,bf16,11008,8192,2048,2,128,32,16,null,1024,32000,21216,32.4501,4329
4,5,1,exp20260420_105259,10,vendor-b,bf16,11008,8192,2048,2,128,32,16,null,1024,32000,21216,32.45,4329.01
4,5,1,exp20260420_105259,11,vendor-b,bf16,11008,8192,2048,2,128,32,16,null,1024,32000,21216,32.45,4329
4,5,1,exp20260420_105259,12,vendor-c,bf16,11008,8192,2048,2,128,32,16,null,1024,32000,8288,32.4501,4329
4,5,1,exp20260420_105259,13,vendor-c,bf16,11008,8192,2048,2,128,32,16,null,1024,32000,8288,32.45,4329.01
4,5,1,exp20260420_105259,14,vendor-c,bf16,11008,8192,2048,2,128,32,16,null,1024,32000,8288,32.45,4329.01
4,5,1,exp20260420_105259,15,vendor-c,bf16,11008,8192,2048,2,128,32,16,null,1024,32000,8288,32.45,4329.01
4,5,1,exp20260420_105259,16,vendor-c,bf16,11008,8192,2048,2,128,32,16,null,1024,32000,20288,32.4499,4329.02
4,5,1,exp20260420_105259,17,vendor-c,bf16,11008,8192,2048,2,128,32,16,null,1024,32000,20288,32.4501,4329
4,5,1,exp20260420_105259,18,vendor-c,bf16,11008,8192,2048,2,128,32,16,null,1024,32000,20288,32.45,4329.01
4,5,1,exp20260420_105259,19,vendor-c,bf16,11008,8192,2048,2,128,32,16,null,1024,32000,20288,32.4501,4329
4,5,1,exp20260420_030032,0,a100,bf16,11008,8192,2048,2,128,32,32,full-uniform-1,1024,32000,29054,25.4526,5726.5
4,5,1,exp20260420_030032,1,a100,bf16,11008,8192,2048,2,128,32,32,full-uniform-1,1024,32000,29342,25.4532,5726.36
4,5,1,exp20260420_030032,2,a100,bf16,11008,8192,2048,2,128,32,32,full-uniform-1,1024,32000,29342,25.4532,5726.35
4,5,1,exp20260420_030032,3,a100,bf16,11008,8192,2048,2,128,32,32,full-uniform-1,1024,32000,29054,25.453,5726.4
4,5,1,exp20260420_110032,4,vendor-b,bf16,11008,8192,2048,2,128,32,32,null,1024,32000,22784,25.4532,5726.36
4,5,1,exp20260420_110032,5,vendor-b,bf16,11008,8192,2048,2,128,32,32,null,1024,32000,22784,25.4531,5726.37
4,5,1,exp20260420_110032,6,vendor-b,bf16,11008,8192,2048,2,128,32,32,null,1024,32000,22784,25.4531,5726.37
4,5,1,exp20260420_110032,7,vendor-b,bf16,11008,8192,2048,2,128,32,32,null,1024,32000,22784,25.4531,5726.37
4,5,1,exp20260420_110032,8,vendor-b,bf16,11008,8192,2048,2,128,32,32,null,1024,32000,21952,25.4531,5726.38
4,5,1,exp20260420_110032,9,vendor-b,bf16,11008,8192,2048,2,128,32,32,null,1024,32000,21952,25.4531,5726.38
4,5,1,exp20260420_110032,10,vendor-b,bf16,11008,8192,2048,2,128,32,32,null,1024,32000,21952,25.4529,5726.41
4,5,1,exp20260420_110032,11,vendor-b,bf16,11008,8192,2048,2,128,32,32,null,1024,32000,21952,25.453,5726.4
4,5,1,exp20260420_110032,12,vendor-c,bf16,11008,8192,2048,2,128,32,32,null,1024,32000,8480,25.453,5726.39
4,5,1,exp20260420_110032,13,vendor-c,bf16,11008,8192,2048,2,128,32,32,null,1024,32000,8480,25.4529,5726.43
4,5,1,exp20260420_110032,14,vendor-c,bf16,11008,8192,2048,2,128,32,32,null,1024,32000,8480,25.4529,5726.41
4,5,1,exp20260420_110032,15,vendor-c,bf16,11008,8192,2048,2,128,32,32,null,1024,32000,8480,25.4529,5726.41
4,5,1,exp20260420_110032,16,vendor-c,bf16,11008,8192,2048,2,128,32,32,null,1024,32000,20512,25.4527,5726.46
4,5,1,exp20260420_110032,17,vendor-c,bf16,11008,8192,2048,2,128,32,32,null,1024,32000,20512,25.453,5726.4
4,5,1,exp20260420_110032,18,vendor-c,bf16,11008,8192,2048,2,128,32,32,null,1024,32000,20512,25.4529,5726.42
4,5,1,exp20260420_110032,19,vendor-c,bf16,11008,8192,2048,2,128,32,32,null,1024,32000,20512,25.4529,5726.43
4,5,1,exp20260420_030348,0,a100,bf16,11008,8192,4096,2,64,32,4,selective,1024,32000,27644,31.9689,4311.61
4,5,1,exp20260420_030348,1,a100,bf16,11008,8192,4096,2,64,32,4,selective,1024,32000,27932,31.9688,4311.62
4,5,1,exp20260420_030348,2,a100,bf16,11008,8192,4096,2,64,32,4,selective,1024,32000,27932,31.9689,4311.61
4,5,1,exp20260420_030348,3,a100,bf16,11008,8192,4096,2,64,32,4,selective,1024,32000,27644,31.9687,4311.64
4,5,1,exp20260420_110348,4,vendor-b,bf16,11008,8192,4096,2,64,32,4,selective,1024,32000,21280,31.969,4311.6
4,5,1,exp20260420_110348,5,vendor-b,bf16,11008,8192,4096,2,64,32,4,selective,1024,32000,21280,31.9691,4311.58
4,5,1,exp20260420_110348,6,vendor-b,bf16,11008,8192,4096,2,64,32,4,selective,1024,32000,21280,31.9689,4311.61
4,5,1,exp20260420_110348,7,vendor-b,bf16,11008,8192,4096,2,64,32,4,selective,1024,32000,21280,31.9691,4311.59
4,5,1,exp20260420_110348,8,vendor-b,bf16,11008,8192,4096,2,64,32,4,selective,1024,32000,20576,31.9691,4311.59
4,5,1,exp20260420_110348,9,vendor-b,bf16,11008,8192,4096,2,64,32,4,selective,1024,32000,20576,31.9688,4311.63
4,5,1,exp20260420_110348,10,vendor-b,bf16,11008,8192,4096,2,64,32,4,selective,1024,32000,20576,31.969,4311.6
4,5,1,exp20260420_110348,11,vendor-b,bf16,11008,8192,4096,2,64,32,4,selective,1024,32000,20576,31.9691,4311.59
4,5,1,exp20260420_110348,12,vendor-c,bf16,11008,8192,4096,2,64,32,4,null,1024,32000,8192,31.969,4311.6
4,5,1,exp20260420_110348,13,vendor-c,bf16,11008,8192,4096,2,64,32,4,null,1024,32000,8192,31.9692,4311.57
4,5,1,exp20260420_110348,14,vendor-c,bf16,11008,8192,4096,2,64,32,4,null,1024,32000,8192,31.969,4311.6
4,5,1,exp20260420_110348,15,vendor-c,bf16,11008,8192,4096,2,64,32,4,null,1024,32000,8192,31.9689,4311.61
4,5,1,exp20260420_110348,16,vendor-c,bf16,11008,8192,4096,2,64,32,4,null,1024,32000,20128,31.969,4311.6
4,5,1,exp20260420_110348,17,vendor-c,bf16,11008,8192,4096,2,64,32,4,null,1024,32000,20128,31.969,4311.59
4,5,1,exp20260420_110348,18,vendor-c,bf16,11008,8192,4096,2,64,32,4,null,1024,32000,20128,31.9689,4311.61
4,5,1,exp20260420_110348,19,vendor-c,bf16,11008,8192,4096,2,64,32,4,null,1024,32000,20128,31.9689,4311.61
4,5,1,exp20260420_030719,0,a100,bf16,11008,8192,4096,2,64,32,8,full-uniform-1,1024,32000,28014,20.2314,6943.49
4,5,1,exp20260420_030719,1,a100,bf16,11008,8192,4096,2,64,32,8,full-uniform-1,1024,32000,28302,20.2314,6943.49
4,5,1,exp20260420_030719,2,a100,bf16,11008,8192,4096,2,64,32,8,full-uniform-1,1024,32000,28302,20.2316,6943.43
4,5,1,exp20260420_030719,3,a100,bf16,11008,8192,4096,2,64,32,8,full-uniform-1,1024,32000,28014,20.2314,6943.46
4,5,1,exp20260420_110719,4,vendor-b,bf16,11008,8192,4096,2,64,32,8,null,1024,32000,22144,20.2315,6943.46
4,5,1,exp20260420_110719,5,vendor-b,bf16,11008,8192,4096,2,64,32,8,null,1024,32000,22144,20.2315,6943.46
4,5,1,exp20260420_110719,6,vendor-b,bf16,11008,8192,4096,2,64,32,8,null,1024,32000,22144,20.2315,6943.45
4,5,1,exp20260420_110719,7,vendor-b,bf16,11008,8192,4096,2,64,32,8,null,1024,32000,22144,20.2315,6943.46
4,5,1,exp20260420_110719,8,vendor-b,bf16,11008,8192,4096,2,64,32,8,null,1024,32000,21312,20.2315,6943.46
4,5,1,exp20260420_110719,9,vendor-b,bf16,11008,8192,4096,2,64,32,8,null,1024,32000,21312,20.2315,6943.44
4,5,1,exp20260420_110719,10,vendor-b,bf16,11008,8192,4096,2,64,32,8,null,1024,32000,21312,20.2314,6943.49
4,5,1,exp20260420_110719,11,vendor-b,bf16,11008,8192,4096,2,64,32,8,null,1024,32000,21312,20.2314,6943.47
4,5,1,exp20260420_110719,12,vendor-c,bf16,11008,8192,4096,2,64,32,8,null,1024,32000,8288,20.2315,6943.46
4,5,1,exp20260420_110719,13,vendor-c,bf16,11008,8192,4096,2,64,32,8,null,1024,32000,8288,20.2315,6943.46
4,5,1,exp20260420_110719,14,vendor-c,bf16,11008,8192,4096,2,64,32,8,null,1024,32000,8288,20.2315,6943.46
4,5,1,exp20260420_110719,15,vendor-c,bf16,11008,8192,4096,2,64,32,8,null,1024,32000,8288,20.2315,6943.46
4,5,1,exp20260420_110719,16,vendor-c,bf16,11008,8192,4096,2,64,32,8,null,1024,32000,20288,20.2313,6943.5
4,5,1,exp20260420_110719,17,vendor-c,bf16,11008,8192,4096,2,64,32,8,null,1024,32000,20288,20.2315,6943.45
4,5,1,exp20260420_110719,18,vendor-c,bf16,11008,8192,4096,2,64,32,8,null,1024,32000,20288,20.2313,6943.5
4,5,1,exp20260420_110719,19,vendor-c,bf16,11008,8192,4096,2,64,32,8,null,1024,32000,20288,20.2315,6943.45
4,5,1,exp20260420_033832,0,a100,bf16,11008,8192,4096,2,64,32,16,full-uniform-1,1024,32000,29054,20.9703,6950.5
4,5,1,exp20260420_033832,1,a100,bf16,11008,8192,4096,2,64,32,16,full-uniform-1,1024,32000,29342,20.9704,6950.48
4,5,1,exp20260420_033832,2,a100,bf16,11008,8192,4096,2,64,32,16,full-uniform-1,1024,32000,29342,20.9704,6950.46
4,5,1,exp20260420_033832,3,a100,bf16,11008,8192,4096,2,64,32,16,full-uniform-1,1024,32000,29054,20.9702,6950.52
4,5,1,exp20260420_113832,4,vendor-b,bf16,11008,8192,4096,2,64,32,16,null,1024,32000,22688,20.9703,6950.49
4,5,1,exp20260420_113832,5,vendor-b,bf16,11008,8192,4096,2,64,32,16,null,1024,32000,22688,20.9703,6950.5
4,5,1,exp20260420_113832,6,vendor-b,bf16,11008,8192,4096,2,64,32,16,null,1024,32000,22688,20.9703,6950.49
4,5,1,exp20260420_113832,7,vendor-b,bf16,11008,8192,4096,2,64,32,16,null,1024,32000,22688,20.9703,6950.49
4,5,1,exp20260420_113832,8,vendor-b,bf16,11008,8192,4096,2,64,32,16,null,1024,32000,21856,20.9703,6950.5
4,5,1,exp20260420_113832,9,vendor-b,bf16,11008,8192,4096,2,64,32,16,null,1024,32000,21888,20.9703,6950.49
4,5,1,exp20260420_113832,10,vendor-b,bf16,11008,8192,4096,2,64,32,16,null,1024,32000,21888,20.9703,6950.51
4,5,1,exp20260420_113832,11,vendor-b,bf16,11008,8192,4096,2,64,32,16,null,1024,32000,21888,20.9702,6950.52
