TP size,EXP ID,Rank,device type,dtype,ffn hidden size,hidden size,max position embedding,micro batch size,num attention heads,num layers,num query groups,recompute granularity,sequence length,vocab size,Peak GPU memory,TFLOP/s/GPU,elapsed time per iteration
8,exp20260303_180007,6,vendor-b,bf16,11008,8192,4096,2,64,1,32,null,2048,32000,5760,6.85668,346.708
8,exp20260303_180007,5,vendor-b,bf16,11008,8192,4096,2,64,1,32,null,2048,32000,5760,6.85667,346.709
8,exp20260303_180007,3,vendor-b,bf16,11008,8192,4096,2,64,1,32,null,2048,32000,5760,6.85664,346.71
8,exp20260303_180007,7,vendor-b,bf16,11008,8192,4096,2,64,1,32,null,2048,32000,5760,6.85663,346.71
2,exp20260303_153421,1,vendor-b,bf16,11008,8192,4096,2,128,2,2,full-uniform-1,2048,32000,22912,40.4972,346.802
2,exp20260303_153421,0,vendor-b,bf16,11008,8192,4096,2,128,2,2,full-uniform-1,2048,32000,22912,40.4954,346.818
8,exp20260303_134745,6,vendor-b,bf16,11008,8192,4096,4,64,1,32,selective,1024,32000,5696,6.70196,347.022
8,exp20260303_134745,7,vendor-b,bf16,11008,8192,4096,4,64,1,32,selective,1024,32000,5696,6.70127,347.057
8,exp20260303_134745,3,vendor-b,bf16,11008,8192,4096,4,64,1,32,selective,1024,32000,5696,6.70123,347.059
8,exp20260303_134745,2,vendor-b,bf16,11008,8192,4096,4,64,1,32,selective,1024,32000,5696,6.70115,347.064
